Plugin ID,CVE,CVSS,Risk,Host,Protocol,Port,Name,Synopsis,Description,Solution,See Also,Plugin Output
"12218","","5.0","Medium","10.5.55.20","udp","5353","mDNS Detection (Remote Network)","It is possible to obtain information about the remote host.","The remote service understands the Bonjour (also known as ZeroConf or
mDNS) protocol, which allows anyone to uncover information from the
remote host such as its operating system type and exact version, its
hostname, and the list of services it is running. 

This plugin attempts to discover mDNS used by hosts that are not on the
network segment on which Nessus resides.","Filter incoming traffic to UDP port 5353, if desired.","","Nessus was able to extract the following information :

  - mDNS hostname       : sec-555-linux.local.

"
"19506","","","None","10.5.55.20","tcp","0","Nessus Scan Information","This plugin displays information about the Nessus scan.","This plugin displays, for each tested host, information about the
scan itself :

  - The version of the plugin set.
  - The type of scanner (Nessus or Nessus Home).
  - The version of the Nessus Engine.
  - The port scanner(s) used.
  - The port range scanned.
  - Whether credentialed or third-party patch management
    checks are possible.
  - The date of the scan.
  - The duration of the scan.
  - The number of hosts scanned in parallel.
  - The number of checks done in parallel.","n/a","","Information about this scan : 

Nessus version : 6.10.5
Plugin feed version : 201705262215
Scanner edition used : Nessus
Scan type : Normal
Scan policy used : Credentialed Scan
Scanner IP : 172.16.0.2
Port scanner(s) : nessus_syn_scanner 
Port range : default
Thorough tests : no
Experimental tests : no
Paranoia level : 1
Report verbosity : 1
Safe checks : yes
Optimize the test : yes
Credentialed checks : no
Patch management checks : None
CGI scanning : disabled
Web application tests : disabled
Max hosts : 100
Max checks : 5
Recv timeout : 5
Backports : Detected
Allow post-scan editing: Yes
Scan Start Date : 2017/5/27 16:32 Central Standard Time
Scan duration : 1872 sec
"
"22964","","","None","10.5.55.20","tcp","22","Service Detection","The remote service could be identified.","Nessus was able to identify the remote service by its banner or by
looking at the error message it sends when it receives an HTTP
request.","n/a","","An SSH server is running on this port."
"22964","","","None","10.5.55.20","tcp","5601","Service Detection","The remote service could be identified.","Nessus was able to identify the remote service by its banner or by
looking at the error message it sends when it receives an HTTP
request.","n/a","","A web server is running on this port."
"22964","","","None","10.5.55.20","tcp","9200","Service Detection","The remote service could be identified.","Nessus was able to identify the remote service by its banner or by
looking at the error message it sends when it receives an HTTP
request.","n/a","","A web server is running on this port."
"24260","","","None","10.5.55.20","tcp","5601","HyperText Transfer Protocol (HTTP) Information","Some information about the remote HTTP configuration can be extracted.","This test gives some information about the remote HTTP protocol - the
version used, whether HTTP Keep-Alive and HTTP pipelining are enabled,
etc... 

This test is informational only and does not denote any security
problem.","n/a","","
Protocol version : HTTP/1.1
SSL : no
Keep-Alive : no
Options allowed : (Not implemented)
Headers :

  kbn-name: kibana
  kbn-version: 4.6.4
  cache-control: no-cache
  content-type: text/html; charset=utf-8
  content-length: 217
  accept-ranges: bytes
  Date: Sat, 27 May 2017 21:57:48 GMT
  Connection: keep-alive
  
"
"25220","","","None","10.5.55.20","tcp","0","TCP/IP Timestamps Supported","The remote service implements TCP timestamps.","The remote host implements TCP timestamps, as defined by RFC1323.  A
side effect of this feature is that the uptime of the remote host can
sometimes be computed.","n/a","http://www.ietf.org/rfc/rfc1323.txt",""
"39520","","","None","10.5.55.20","tcp","22","Backported Security Patch Detection (SSH)","Security patches are backported.","Security patches may have been 'backported' to the remote SSH server
without changing its version number. 

Banner-based checks have been disabled to avoid false positives. 

Note that this test is informational only and does not denote any
security problem.","n/a","https://access.redhat.com/security/updates/backporting/?sc_cid=3093","
Give Nessus credentials to perform local checks.
"
"45590","","","None","10.5.55.20","tcp","0","Common Platform Enumeration (CPE)","It is possible to enumerate CPE names that matched on the remote
system.","By using information obtained from a Nessus scan, this plugin reports
CPE (Common Platform Enumeration) matches for various hardware and
software products found on a host. 

Note that if an official CPE is not available for the product, this
plugin computes the best possible CPE based on the information
available from the scan.","n/a","http://cpe.mitre.org/
https://nvd.nist.gov/cpe.cfm","
The remote operating system matched the following CPE : 

  cpe:/o:canonical:ubuntu_linux:16.04

Following application CPE matched on the remote system :

  cpe:/a:openbsd:openssh:7.2
"
"54615","","","None","10.5.55.20","tcp","0","Device Type","It is possible to guess the remote device type.","Based on the remote operating system, it is possible to determine
what the remote system type is (eg: a printer, router, general-purpose
computer, etc).","n/a","","Remote device type : general-purpose
Confidence level : 95
"
"70657","","","None","10.5.55.20","tcp","22","SSH Algorithms and Languages Supported","An SSH server is listening on this port.","This script detects which algorithms and languages are supported by
the remote service for encrypting communications.","n/a","","
Nessus negotiated the following encryption algorithm with the server : aes128-ctr

The server supports the following options for kex_algorithms : 

  curve25519-sha256@libssh.org
  diffie-hellman-group-exchange-sha256
  diffie-hellman-group14-sha1
  ecdh-sha2-nistp256
  ecdh-sha2-nistp384
  ecdh-sha2-nistp521

The server supports the following options for server_host_key_algorithms : 

  ecdsa-sha2-nistp256
  rsa-sha2-256
  rsa-sha2-512
  ssh-ed25519
  ssh-rsa

The server supports the following options for encryption_algorithms_client_to_server : 

  aes128-ctr
  aes128-gcm@openssh.com
  aes192-ctr
  aes256-ctr
  aes256-gcm@openssh.com
  chacha20-poly1305@openssh.com

The server supports the following options for encryption_algorithms_server_to_client : 

  aes128-ctr
  aes128-gcm@openssh.com
  aes192-ctr
  aes256-ctr
  aes256-gcm@openssh.com
  chacha20-poly1305@openssh.com

The server supports the following options for mac_algorithms_client_to_server : 

  hmac-sha1
  hmac-sha1-etm@openssh.com
  hmac-sha2-256
  hmac-sha2-256-etm@openssh.com
  hmac-sha2-512
  hmac-sha2-512-etm@openssh.com
  umac-128-etm@openssh.com
  umac-128@openssh.com
  umac-64-etm@openssh.com
  umac-64@openssh.com

The server supports the following options for mac_algorithms_server_to_client : 

  hmac-sha1
  hmac-sha1-etm@openssh.com
  hmac-sha2-256
  hmac-sha2-256-etm@openssh.com
  hmac-sha2-512
  hmac-sha2-512-etm@openssh.com
  umac-128-etm@openssh.com
  umac-128@openssh.com
  umac-64-etm@openssh.com
  umac-64@openssh.com

The server supports the following options for compression_algorithms_client_to_server : 

  none
  zlib@openssh.com

The server supports the following options for compression_algorithms_server_to_client : 

  none
  zlib@openssh.com
"
"10287","","","None","accounting01","udp","0","Traceroute Information","It was possible to obtain traceroute information.","Makes a traceroute to the remote host.","n/a","","For your information, here is the traceroute from 172.16.0.2 to 192.168.0.53 : 
172.16.0.2
172.16.0.1
?
"
"12053","","","None","accounting01","tcp","0","Host Fully Qualified Domain Name (FQDN) Resolution","It was possible to resolve the name of the remote host.","Nessus was able to resolve the fully qualified domain name (FQDN) of
the remote host.","n/a","","
192.168.0.53 resolves as accounting01.sec555.com.
"
"19506","","","None","accounting01","tcp","0","Nessus Scan Information","This plugin displays information about the Nessus scan.","This plugin displays, for each tested host, information about the
scan itself :

  - The version of the plugin set.
  - The type of scanner (Nessus or Nessus Home).
  - The version of the Nessus Engine.
  - The port scanner(s) used.
  - The port range scanned.
  - Whether credentialed or third-party patch management
    checks are possible.
  - The date of the scan.
  - The duration of the scan.
  - The number of hosts scanned in parallel.
  - The number of checks done in parallel.","n/a","","Information about this scan : 

Nessus version : 6.10.5
Plugin feed version : 201705262215
Scanner edition used : Nessus
Scan type : Normal
Scan policy used : Credentialed Scan
Scanner IP : 172.16.0.2
Port scanner(s) : nessus_syn_scanner 
Port range : default
Thorough tests : no
Experimental tests : no
Paranoia level : 1
Report verbosity : 1
Safe checks : yes
Optimize the test : yes
Credentialed checks : no
Patch management checks : None
CGI scanning : disabled
Web application tests : disabled
Max hosts : 100
Max checks : 5
Recv timeout : 5
Backports : None
Allow post-scan editing: Yes
Scan Start Date : 2017/5/27 16:32 Central Standard Time
Scan duration : 4041 sec
"
"46215","","","None","accounting01","tcp","0","Inconsistent Hostname and IP Address","The remote host's hostname is not consistent with DNS information.","The name of this machine either does not resolve or resolves to a
different IP address. 

This may come from a badly configured reverse DNS or from a host file
in use on the Nessus scanning host. 

As a result, URLs in plugin output may not be directly usable in a web
browser and some web tests may be incomplete.","Fix the reverse DNS or host file.","","The host name 'accounting01' does not resolve to an IP address"
"12053","","","None","accounting02","tcp","0","Host Fully Qualified Domain Name (FQDN) Resolution","It was possible to resolve the name of the remote host.","Nessus was able to resolve the fully qualified domain name (FQDN) of
the remote host.","n/a","","
192.168.0.54 resolves as accounting02.sec555.com.
"
"19506","","","None","accounting02","tcp","0","Nessus Scan Information","This plugin displays information about the Nessus scan.","This plugin displays, for each tested host, information about the
scan itself :

  - The version of the plugin set.
  - The type of scanner (Nessus or Nessus Home).
  - The version of the Nessus Engine.
  - The port scanner(s) used.
  - The port range scanned.
  - Whether credentialed or third-party patch management
    checks are possible.
  - The date of the scan.
  - The duration of the scan.
  - The number of hosts scanned in parallel.
  - The number of checks done in parallel.","n/a","","Information about this scan : 

Nessus version : 6.10.5
Plugin feed version : 201705262215
Scanner edition used : Nessus
Scan type : Normal
Scan policy used : Credentialed Scan
Scanner IP : 172.16.0.2
Port scanner(s) : nessus_syn_scanner 
Port range : default
Thorough tests : no
Experimental tests : no
Paranoia level : 1
Report verbosity : 1
Safe checks : yes
Optimize the test : yes
Credentialed checks : no
Patch management checks : None
CGI scanning : disabled
Web application tests : disabled
Max hosts : 100
Max checks : 5
Recv timeout : 5
Backports : None
Allow post-scan editing: Yes
Scan Start Date : 2017/5/27 16:32 Central Standard Time
Scan duration : 4045 sec
"
"46215","","","None","accounting02","tcp","0","Inconsistent Hostname and IP Address","The remote host's hostname is not consistent with DNS information.","The name of this machine either does not resolve or resolves to a
different IP address. 

This may come from a badly configured reverse DNS or from a host file
in use on the Nessus scanning host. 

As a result, URLs in plugin output may not be directly usable in a web
browser and some web tests may be incomplete.","Fix the reverse DNS or host file.","","The host name 'accounting02' does not resolve to an IP address"
"10287","","","None","assistant01","udp","0","Traceroute Information","It was possible to obtain traceroute information.","Makes a traceroute to the remote host.","n/a","","For your information, here is the traceroute from 172.16.0.2 to 192.168.2.52 : 
172.16.0.2
172.16.0.1
?
"
"12053","","","None","assistant01","tcp","0","Host Fully Qualified Domain Name (FQDN) Resolution","It was possible to resolve the name of the remote host.","Nessus was able to resolve the fully qualified domain name (FQDN) of
the remote host.","n/a","","
192.168.2.52 resolves as assistant01.sec555.com.
"
"19506","","","None","assistant01","tcp","0","Nessus Scan Information","This plugin displays information about the Nessus scan.","This plugin displays, for each tested host, information about the
scan itself :

  - The version of the plugin set.
  - The type of scanner (Nessus or Nessus Home).
  - The version of the Nessus Engine.
  - The port scanner(s) used.
  - The port range scanned.
  - Whether credentialed or third-party patch management
    checks are possible.
  - The date of the scan.
  - The duration of the scan.
  - The number of hosts scanned in parallel.
  - The number of checks done in parallel.","n/a","","Information about this scan : 

Nessus version : 6.10.5
Plugin feed version : 201705262215
Scanner edition used : Nessus
Scan type : Normal
Scan policy used : Credentialed Scan
Scanner IP : 172.16.0.2
Port scanner(s) : nessus_syn_scanner 
Port range : default
Thorough tests : no
Experimental tests : no
Paranoia level : 1
Report verbosity : 1
Safe checks : yes
Optimize the test : yes
Credentialed checks : no
Patch management checks : None
CGI scanning : disabled
Web application tests : disabled
Max hosts : 100
Max checks : 5
Recv timeout : 5
Backports : None
Allow post-scan editing: Yes
Scan Start Date : 2017/5/27 16:32 Central Standard Time
Scan duration : 4040 sec
"
"46215","","","None","assistant01","tcp","0","Inconsistent Hostname and IP Address","The remote host's hostname is not consistent with DNS information.","The name of this machine either does not resolve or resolves to a
different IP address. 

This may come from a badly configured reverse DNS or from a host file
in use on the Nessus scanning host. 

As a result, URLs in plugin output may not be directly usable in a web
browser and some web tests may be incomplete.","Fix the reverse DNS or host file.","","The host name 'assistant01' does not resolve to an IP address"
"10150","","","None","ceo","tcp","445","Windows NetBIOS / SMB Remote Host Information Disclosure","It was possible to obtain the network name of the remote host.","The remote host is listening on UDP port 137 or TCP port 445, and
replies to NetBIOS nbtscan or SMB requests.

Note that this plugin gathers information to be used in other plugins,
but does not itself generate a report.","n/a","","The following 2 NetBIOS names have been gathered :

 CEO              = Computer name
 SEC555           = Workgroup / Domain name
"
"10287","","","None","ceo","udp","0","Traceroute Information","It was possible to obtain traceroute information.","Makes a traceroute to the remote host.","n/a","","For your information, here is the traceroute from 172.16.0.2 to 192.168.2.50 : 
172.16.0.2
172.16.0.1
192.168.2.50
"
"10394","","","None","ceo","tcp","445","Microsoft Windows SMB Log In Possible","It was possible to log into the remote host.","The remote host is running a Microsoft Windows operating system or
Samba, a CIFS/SMB server for Unix. It was possible to log into it
using one of the following accounts :

- NULL session
- Guest account
- Supplied credentials","n/a","http://support.microsoft.com/kb/143474
http://support.microsoft.com/kb/246261","- NULL sessions are enabled on the remote host.
- The SMB tests will be done as sec555\SVC_VulnScan/******
"
"10395","","","None","ceo","tcp","445","Microsoft Windows SMB Shares Enumeration","It is possible to enumerate remote network shares.","By connecting to the remote host, Nessus was able to enumerate the
network share names.","n/a","","
Here are the SMB shares available on the remote host when logged in as SVC_VulnScan:

  - ADMIN$
  - C$
  - IPC$
"
"10396","CVE-1999-0519","","None","ceo","tcp","445","Microsoft Windows SMB Shares Access","It is possible to access a network share.","The remote has one or more Windows shares that can be accessed through
the network with the given credentials.

Depending on the share rights, it may allow an attacker to read /
write confidential data.","To restrict access under Windows, open Explorer, do a right click on
each share, go to the 'sharing' tab, and click on 'permissions'.","","
The following shares can be accessed as SVC_VulnScan :

- C$  - (readable,writable)
  + Content of this share :
a
autoexec.bat
Boot
bootmgr
BOOTSECT.BAK
config.sys
Documents and Settings
pagefile.sys
PerfLogs
Program Files
ProgramData
Recovery
System Volume Information
Users
Windows
zSensitiveFiles

- ADMIN$  - (readable,writable)
  + Content of this share :
..
addins
AppCompat
AppPatch
assembly
bfsvc.exe
BitLockerDiscoveryVolumeContents
Boot
bootstat.dat
Branding
CSC
Cursors
debug
diagnostics
DigitalLocker
Downloaded Program Files
DtcInstall.log
ehome
en-US
Enterprise.xml
explorer.exe
Fonts
fveupdate.exe
Globalization
Help
HelpPane.exe
hh.exe
IE11_main.log
IME
inf
Installer
L2Schemas
LiveKernelReports
Logs
Media
mib.bin
Microsoft.NET
Migration
ModemLogs
msdfmap.ini
notepad.exe
Offline Web Pages
Panther
Performance
PFRO.log
PLA
PolicyDefinitions
Prefetch
regedit.exe
Registration
RemotePackages
rescache
Resources
SchCache
schemas
security
ServiceProfiles
servicing
Setup
setupact.log
setuperr.log
SoftwareDistribution
Speech
Starter.xml
system
system.ini
System32
TAPI
Tasks
Temp
tracing
TSSysprep.log
twain.dll
twain_32
twain_32.dll
twunk_16.exe
twunk_32.exe
Vss
Web
win.ini
WindowsShell.Manifest
WindowsUpdate.log
winhelp.exe
winhlp32.exe
winsxs
WMSysPr9.prx
write.exe
_default.pif

"
"10396","CVE-1999-0520","","None","ceo","tcp","445","Microsoft Windows SMB Shares Access","It is possible to access a network share.","The remote has one or more Windows shares that can be accessed through
the network with the given credentials.

Depending on the share rights, it may allow an attacker to read /
write confidential data.","To restrict access under Windows, open Explorer, do a right click on
each share, go to the 'sharing' tab, and click on 'permissions'.","","
The following shares can be accessed as SVC_VulnScan :

- C$  - (readable,writable)
  + Content of this share :
a
autoexec.bat
Boot
bootmgr
BOOTSECT.BAK
config.sys
Documents and Settings
pagefile.sys
PerfLogs
Program Files
ProgramData
Recovery
System Volume Information
Users
Windows
zSensitiveFiles

- ADMIN$  - (readable,writable)
  + Content of this share :
..
addins
AppCompat
AppPatch
assembly
bfsvc.exe
BitLockerDiscoveryVolumeContents
Boot
bootstat.dat
Branding
CSC
Cursors
debug
diagnostics
DigitalLocker
Downloaded Program Files
DtcInstall.log
ehome
en-US
Enterprise.xml
explorer.exe
Fonts
fveupdate.exe
Globalization
Help
HelpPane.exe
hh.exe
IE11_main.log
IME
inf
Installer
L2Schemas
LiveKernelReports
Logs
Media
mib.bin
Microsoft.NET
Migration
ModemLogs
msdfmap.ini
notepad.exe
Offline Web Pages
Panther
Performance
PFRO.log
PLA
PolicyDefinitions
Prefetch
regedit.exe
Registration
RemotePackages
rescache
Resources
SchCache
schemas
security
ServiceProfiles
servicing
Setup
setupact.log
setuperr.log
SoftwareDistribution
Speech
Starter.xml
system
system.ini
System32
TAPI
Tasks
Temp
tracing
TSSysprep.log
twain.dll
twain_32
twain_32.dll
twunk_16.exe
twunk_32.exe
Vss
Web
win.ini
WindowsShell.Manifest
WindowsUpdate.log
winhelp.exe
winhlp32.exe
winsxs
WMSysPr9.prx
write.exe
_default.pif

"
"10456","","","None","ceo","tcp","445","Microsoft Windows SMB Service Enumeration","It is possible to enumerate remote services.","This plugin implements the SvcOpenSCManager() and SvcEnumServices()
calls to obtain, using the SMB protocol, the list of active and
inactive services of the remote host.

An attacker may use this feature to gain better knowledge of the
remote host.","To prevent the listing of the services from being obtained, you should
either have tight login restrictions, so that only trusted users can
access your host, and/or you should filter incoming traffic to this
port.","","
Active Services :

Application Information [ Appinfo ] 
Windows Audio Endpoint Builder [ AudioEndpointBuilder ] 
Windows Audio [ Audiosrv ] 
Base Filtering Engine [ BFE ] 
Background Intelligent Transfer Service [ BITS ] 
Bluetooth Support Service [ bthserv ] 
Cryptographic Services [ CryptSvc ] 
Offline Files [ CscService ] 
DCOM Server Process Launcher [ DcomLaunch ] 
DHCP Client [ Dhcp ] 
Diagnostics Tracking Service [ DiagTrack ] 
DNS Client [ Dnscache ] 
Diagnostic Policy Service [ DPS ] 
Windows Event Log [ eventlog ] 
COM+ Event System [ EventSystem ] 
Function Discovery Resource Publication [ FDResPub ] 
Windows Font Cache Service [ FontCache ] 
Group Policy Client [ gpsvc ] 
IP Helper [ iphlpsvc ] 
Server [ LanmanServer ] 
Workstation [ LanmanWorkstation ] 
TCP/IP NetBIOS Helper [ lmhosts ] 
Windows Firewall [ MpsSvc ] 
Distributed Transaction Coordinator [ MSDTC ] 
Netlogon [ Netlogon ] 
Network Connections [ Netman ] 
Network List Service [ netprofm ] 
Network Location Awareness [ NlaSvc ] 
Network Store Interface Service [ nsi ] 
nxlog [ nxlog ] 
Plug and Play [ PlugPlay ] 
Power [ Power ] 
User Profile Service [ ProfSvc ] 
RPC Endpoint Mapper [ RpcEptMapper ] 
Remote Procedure Call (RPC) [ RpcSs ] 
Security Accounts Manager [ SamSs ] 
Task Scheduler [ Schedule ] 
System Event Notification Service [ SENS ] 
Shell Hardware Detection [ ShellHWDetection ] 
Print Spooler [ Spooler ] 
Superfetch [ SysMain ] 
TeamViewer 12 [ TeamViewer ] 
Themes [ Themes ] 
Distributed Link Tracking Client [ TrkWks ] 
Desktop Window Manager Session Manager [ UxSms ] 
VMware Alias Manager and Ticket Service [ VGAuthService ] 
VMware Tools [ VMTools ] 
VMware Physical Disk Helper Service [ VMware Physical Disk Helper Service ] 
Windows Time [ W32Time ] 
Diagnostic Service Host [ WdiServiceHost ] 
WinHTTP Web Proxy Auto-Discovery Service [ WinHttpAutoProxySvc ] 
Windows Management Instrumentation [ Winmgmt ] 
Windows Remote Management (WS-Management) [ WinRM ] 
Security Center [ wscsvc ] 
Windows Search [ WSearch ] 
Windows Update [ wuauserv ] 

Inactive Services :

Application Experience [ AeLookupSvc ] 
Application Layer Gateway Service [ ALG ] 
Application Identity [ AppIDSvc ] 
Application Management [ AppMgmt ] 
ASP.NET State Service [ aspnet_state ] 
ActiveX Installer (AxInstSV) [ AxInstSV ] 
BitLocker Drive Encryption Service [ BDESVC ] 
Computer Browser [ Browser ] 
Certificate Propagation [ CertPropSvc ] 
Microsoft .NET Framework NGEN v2.0.50727_X86 [ clr_optimization_v2.0.50727_32 ] 
Microsoft .NET Framework NGEN v4.0.30319_X86 [ clr_optimization_v4.0.30319_32 ] 
COM+ System Application [ COMSysApp ] 
Disk Defragmenter [ defragsvc ] 
Wired AutoConfig [ dot3svc ] 
Extensible Authentication Protocol [ EapHost ] 
Encrypting File System (EFS) [ EFS ] 
Windows Media Center Receiver Service [ ehRecvr ] 
Windows Media Center Scheduler Service [ ehSched ] 
Fax [ Fax ] 
Function Discovery Provider Host [ fdPHost ] 
Windows Presentation Foundation Font Cache 3.0.0.0 [ FontCache3.0.0.0 ] 
Google Update Service (gupdate) [ gupdate ] 
Google Update Service (gupdatem) [ gupdatem ] 
Human Interface Device Access [ hidserv ] 
Health Key and Certificate Management [ hkmsvc ] 
HomeGroup Listener [ HomeGroupListener ] 
HomeGroup Provider [ HomeGroupProvider ] 
Windows CardSpace [ idsvc ] 
Internet Explorer ETW Collector Service [ IEEtwCollectorService ] 
IKE and AuthIP IPsec Keying Modules [ IKEEXT ] 
PnP-X IP Bus Enumerator [ IPBusEnum ] 
CNG Key Isolation [ KeyIso ] 
KtmRm for Distributed Transaction Coordinator [ KtmRm ] 
Link-Layer Topology Discovery Mapper [ lltdsvc ] 
Media Center Extender Service [ Mcx2Svc ] 
Multimedia Class Scheduler [ MMCSS ] 
Mozilla Maintenance Service [ MozillaMaintenance ] 
Microsoft iSCSI Initiator Service [ MSiSCSI ] 
Windows Installer [ msiserver ] 
Network Access Protection Agent [ napagent ] 
Net.Msmq Listener Adapter [ NetMsmqActivator ] 
Net.Pipe Listener Adapter [ NetPipeActivator ] 
Net.Tcp Listener Adapter [ NetTcpActivator ] 
Net.Tcp Port Sharing Service [ NetTcpPortSharing ] 
Peer Networking Identity Manager [ p2pimsvc ] 
Peer Networking Grouping [ p2psvc ] 
Program Compatibility Assistant Service [ PcaSvc ] 
BranchCache [ PeerDistSvc ] 
Performance Logs & Alerts [ pla ] 
PNRP Machine Name Publication Service [ PNRPAutoReg ] 
Peer Name Resolution Protocol [ PNRPsvc ] 
IPsec Policy Agent [ PolicyAgent ] 
Protected Storage [ ProtectedStorage ] 
Quality Windows Audio Video Experience [ QWAVE ] 
Remote Access Auto Connection Manager [ RasAuto ] 
Remote Access Connection Manager [ RasMan ] 
Routing and Remote Access [ RemoteAccess ] 
Remote Registry [ RemoteRegistry ] 
Remote Procedure Call (RPC) Locator [ RpcLocator ] 
Smart Card [ SCardSvr ] 
Smart Card Removal Policy [ SCPolicySvc ] 
Windows Backup [ SDRSVC ] 
Secondary Logon [ seclogon ] 
Adaptive Brightness [ SensrSvc ] 
Remote Desktop Configuration [ SessionEnv ] 
Internet Connection Sharing (ICS) [ SharedAccess ] 
SNMP Trap [ SNMPTRAP ] 
Software Protection [ sppsvc ] 
SPP Notification Service [ sppuinotify ] 
SSDP Discovery [ SSDPSRV ] 
Secure Socket Tunneling Protocol Service [ SstpSvc ] 
Windows Image Acquisition (WIA) [ StiSvc ] 
Storage Service [ StorSvc ] 
Microsoft Software Shadow Copy Provider [ swprv ] 
Tablet PC Input Service [ TabletInputService ] 
Telephony [ TapiSrv ] 
Remote Desktop Services [ TermService ] 
Thread Ordering Server [ THREADORDER ] 
TP AutoConnect Service [ TPAutoConnSvc ] 
TP VC Gateway Service [ TPVCGateway ] 
Windows Modules Installer [ TrustedInstaller ] 
Interactive Services Detection [ UI0Detect ] 
Remote Desktop Services UserMode Port Redirector [ UmRdpService ] 
UPnP Device Host [ upnphost ] 
Credential Manager [ VaultSvc ] 
Virtual Disk [ vds ] 
VMware Snapshot Provider [ vmvss ] 
Volume Shadow Copy [ VSS ] 
Block Level Backup Engine Service [ wbengine ] 
Windows Biometric Service [ WbioSrvc ] 
Windows Connect Now - Config Registrar [ wcncsvc ] 
Windows Color System [ WcsPlugInService ] 
Diagnostic System Host [ WdiSystemHost ] 
WebClient [ WebClient ] 
Windows Event Collector [ Wecsvc ] 
Problem Reports and Solutions Control Panel Support [ wercplsupport ] 
Windows Error Reporting Service [ WerSvc ] 
Windows Defender [ WinDefend ] 
WLAN AutoConfig [ Wlansvc ] 
WMI Performance Adapter [ wmiApSrv ] 
Windows Media Player Network Sharing Service [ WMPNetworkSvc ] 
Parental Controls [ WPCSvc ] 
Portable Device Enumerator Service [ WPDBusEnum ] 
Windows Driver Foundation - User-mode Driver Framework [ wudfsvc ] 
WWAN AutoConfig [ WwanSvc ] 
"
